N, 60902024002, B, Mrk_421, 21292.8058, 166.1612, 38.2255, 174.335
N, 70901002002, B, ABELL_2255, 123166.194, 258.164, 64.0542, 304.6651
N, 40901003002, B, PSR_J0058m7218, 52224.3931, 14.7068, -72.2944, 200.29
N, 60161085002, B, 2MASXJ02013241p6824219, 25359.8886, 30.4946, 68.4246, 168.6376
N, 70860004002, B, ABELL_1651, 19537.1608, 194.7977, -4.2149, 358.1891
N, 10901407002, B, Kepler, 112135.8797, 262.7032, -21.424, 155.3932
N, 40801005002, B, RCW86_NE_Shell, 140519.5345, 221.2205, -62.2919, 199.1615
N, 90901309002, B, MAXI_J1834m021, 29107.1889, 279.0925, -2.237, 157.9254
N, 70860005002, B, ABELL_3391, 19732.6013, 96.6391, -53.6516, 141.307
Y, 60061269002, B, WKK6471, 23186.1973, 244.7289, -59.4475, 199.3513
N, 60702062004, B, MRK_501, 20297.4477, 253.4845, 39.7904, 138.1352
N, 60502009002, B, MKN_501, 21302.9599, 253.5003, 39.7899, 142.4595
N, 30701006002, B, SGR_1830m0645, 89214.0186, 277.7227, -6.7165, 156.1624
N, 50910007002, B, M31_FIELD_R, 47557.3922, 10.6093, 41.4389, 344.0656
N, 90901318010, B, 4U_1626m67, 18449.4781, 248.0691, -67.5156, 289.853
N, 90901318008, B, 4U_1626m67, 22331.6433, 248.109, -67.5062, 273.3812
N, 60802036002, B, NGC_4388, 43673.044, 186.4007, 12.6501, 9.0375
N, 60463051002, B, NGC5940, 17101.8873, 232.8664, 7.4881, 159.2927
N, 60701015002, B, IC_4329A, 82395.5909, 207.3976, -30.28, 171.2912
N, 60801046002, B, UGC_9799, 40782.8688, 229.132, 7.0067, 355.3695
N, 30760002002, B, IGR_J18434m0508, 40178.661, 280.8428, -5.0531, 155.8406
N, 60701032002, B, MKN501, 19723.9897, 253.5189, 39.796, 154.0193
N, 40901005002, B, CTA_1, 158898.2968, 1.6753, 73.0232, 338.4787
N, 60160625002, B, 4Cp23d42, 20919.5863, 238.4036, 23.7692, 318.8814
N, 30802017002, B, GRS_1915p105, 19130.8933, 288.7871, 10.861, 299.4806
Y, 30802010004, B, APEP, 30067.1036, 240.2021, -51.7528, 291.3655
N, 60702061002, B, MRK_421, 21276.6731, 166.0534, 38.1958, 354.2906
N, 60502009004, B, MKN_501, 29723.7026, 253.4943, 39.7926, 140.6957
