N, 30901011002, B, 4U_1210m64, 43860.8306, 183.4261, -64.8471, 169.8003
N, 30901023002, B, V603_Aql, 59143.371, 282.1997, 0.538, 318.7667
N, 70860006002, B, ABELL_1650, 18475.8417, 194.6245, -1.7801, 359.894
N, 60802036008, B, NGC_4388, 19345.0847, 186.4023, 12.6467, 5.4292
N, 60802036004, B, NGC_4388, 23252.9831, 186.3864, 12.6538, 8.1573
N, 90801630002, B, MCGm5m23m16, 85742.6292, 146.9797, -30.9144, 164.6118
N, 80802317002, B, SGR_J1935p2154, 49623.9631, 293.704, 21.8678, 328.5321
N, 60864002002, B, NGC_4070, 20514.4007, 180.9944, 20.3869, 346.5479
N, 30802012002, B, HD_93129A, 38938.3834, 160.9041, -59.5764, 351.0637
N, 30802002002, B, HD_93129A, 34356.3022, 160.9043, -59.6041, 342.515
Y, 30801005002, B, IGR_J20084p3221, 35538.7252, 302.1945, 32.3331, 119.0811
N, 60701014002, B, MCGm05m23m16, 83676.1042, 146.8668, -30.9653, 352.8965
N, 70860008002, B, ABELL_3112, 22183.0541, 49.4718, -44.1908, 85.9592
Y, 60160017002, B, QSOB0033p595, 23279.7091, 8.9854, 59.7875, 277.9143
N, 60802037006, B, MCGp08m11m011, 18996.8534, 88.6728, 46.4153, 350.2463
N, 60801022002, B, 1ES1959p650, 17814.8, 299.9274, 65.1092, 323.9774
N, 30801023002, B, MAXI_J1409m619, 56896.8814, 211.8827, -61.9859, 16.7711
N, 60802039008, B, 1ES_1959p650, 23882.9495, 300.1109, 65.1187, 222.4391
N, 60801026002, B, IRAS_17020p4544, 186842.3572, 255.8163, 45.6673, 355.4324
N, 60701031002, B, MKN421, 24737.3653, 166.0377, 38.2103, 9.4667
