Y, 30901043002, B, HESS_J1626m490, 102377.9756, 246.679, -49.2414, 352.3053
N, 60902009004, B, PKS_1502p106, 20995.6248, 226.054, 10.4742, 347.4915
Y, 30901022002, B, IGR_J16418m4532, 79156.4365, 250.4215, -45.5752, 329.637
N, 70860003002, B, ABELL_3558, 20776.161, 201.9855, -31.5431, 306.554
N, 80801328002, B, AT2019wey, 23811.5849, 68.7815, 55.3859, 41.1819
?N 70860002002, B, ABELL_3571, 18012.7878, 206.8134, -32.8622, 10.7378
N, 60801007002, B, M87, 50238.4182, 187.663, 12.38, 357.9903
N, 60801001002, B, M87, 19420.8747, 187.6469, 12.3844, 13.1069
N, 30702018008, B, SMC_X1, 32821.8566, 19.1313, -73.3935, 63.1229
N, 60702051002, B, M87, 45538.3816, 187.6782, 12.4231, 77.7517
N, 60702051001, B, M87, 48565.0244, 187.6868, 12.425, 94.9522
N, 30701001002, B, GX_301m2, 35645.1407, 186.7483, -62.7619, 196.7821
N, 40701004001, B, RX_J1713d7m3946_P3, 57171.1573, 257.8463, -39.5562, 144.9545
N, 90902326004, B, Her_X1, 20017.0502, 254.4004, 35.3206, 357.8703
N, 30902042006, B, 4U_1957p11, 20571.8551, 299.8585, 11.7533, 125.6558
N, 80801643002, B, Mrk_421, 44570.6036, 166.0468, 38.2019, 5.1373
N, 70801002004, B, ABELL_3266_POS2, 41950.3123, 67.8621, -61.3675, 33.5561
N, 70801002002, B, ABELL_3266_POS2, 70421.8876, 67.8588, -61.3672, 23.2605
N, 30802016008, B, LMC_X3, 29645.9371, 84.6327, -64.1016, 359.6084
Y, 60464171002, B, HB89m2005p403, 20847.6972, 301.9914, 40.5178, 173.6873
Y, 30802017004, B, GRS_1915p105, 18869.2835, 288.8434, 10.963, 169.7172
N, 60160223002, B, ESO553mG022, 18830.5305, 77.9958, -18.5289, 289.6439
N, 80801328004, B, AT2019wey, 24031.0903, 68.7663, 55.3838, 30.3045
N, 70801001002, B, ABELL_3266_POS1, 95305.5276, 67.808, -61.4552, 229.276
N, 30802016004, B, LMC_X3, 26791.1619, 84.83, -64.0588, 166.8656
Y, 80802320002, B, GX339m4, 21311.3464, 255.6515, -48.8213, 336.2294
Y, 80701312002, B, SAX_J1808d4m3658, 107454.7004, 272.086, -37.0151, 325.6977
N, 30702018010, B, SMC_X1, 33506.1295, 19.1931, -73.3894, 79.9316
N, 10801407002, B, Kepler, 103010.8241, 262.7093, -21.4198, 156.2111
N, 30701025002, B, 4U_1822m37, 96855.6744, 276.5001, -37.0512, 140.9816
N, 30702009010, B, 4U_0614p091, 28183.071, 94.2716, 9.0887, 308.7359
N, 60902024006, B, Mrk_421, 19989.8401, 166.1559, 38.231, 168.2174
N, 90901331002, B, IGR_J06074p2205, 42704.3166, 91.9059, 22.1283, 155.6962
N, 40901003004, B, PSR_J0058m7218, 53455.6361, 14.7445, -72.3042, 200.3129
N, 90902326002, B, Her_X1, 20727.0737, 254.4054, 35.3262, 1.1677
Y, 30902040002, B, 1E_1547d0m5408, 32938.7874, 237.6984, -54.3489, 315.6138
N, 80801342002, B, GRS_1915p105, 21981.8218, 288.7948, 10.9977, 110.2759
N, 90901318004, B, 4U_1626m67, 19056.8381, 248.188, -67.4744, 229.1403
N, 30902042004, B, 4U_1957p11, 20188.9793, 299.869, 11.7588, 128.727
N, 70860007002, B, ABELL_3158, 22163.7048, 55.6502, -53.5903, 61.4456
N, 30902042002, B, 4U_1957p11, 18675.4638, 299.865, 11.7494, 130.8256
Y, 80801332002, B, XMM_J173029m330920, 34844.6832, 262.6613, -33.1253, 165.8485
N, 60864008002, B, UGC_9367, 25564.6759, 218.3676, 34.776, 148.2714
N, 60901003002, B, NGC_4151, 97023.6088, 182.698, 39.4221, 177.7691
Y, 90801324002, B, LMC_X1, 19281.5354, 85.0455, -69.7357, 189.7396
Y, 30802010002, B, APEP, 31031.5114, 240.2021, -51.7538, 289.5562
N, 60160717002, B, IGRJ19405m3016, 31368.0669, 295.0916, -30.222, 139.6155
N, 80701319002, B, 4U_1543m475, 39802.8945, 236.8482, -47.6472, 170.3016
