??, 61101015004, A, NGC7314, 31252.0, 338.9425, -26.05042, 138.7656
??, 31002031015, A, GX_1p4, 20586.0, 263.00896, -24.74558, 159.3491
??, 91102310002, A, IGR_J17091m3624, 28270.0, 257.281708, -36.407139, 171.0474
??, 11101307002, A, PSR_B1821m24, 40784.0, 276.13333, -24.86967, 151.3095
??, 71010003002, A, A401, 95513.0, 44.7325253, 13.5645099, 318.8754
??, 41001002002, A, CTB_87, 64004.0, 304.03833, 37.18625, 341.4939
??, 61001036002, A, PKS_J0012m8706, 40234.0, 2.96449995, -87.10708, 249.3431
??, 61002011006, A, 3C120, 106849.0, 68.29625, 5.35433, 150.1331
??, 60902010008, A, NGC_4151, 45781.0, 182.63575, 39.40586, 352.6457
??, 81001634004, A, 1ES_1959p650, 25767.0, 299.99938, 65.1485, 273.7786
??, 31001028004, A, CXOU_J085927d0m434528, 49566.0, 134.86263, -43.75783, 83.5201
??, 31001028002, A, CXOU_J085927d0m434528, 59233.0, 134.86263, -43.75783, 63.8063
??, 81002403002, A, AT2024qfm, 45213.0, 350.347753, 11.942232, 116.7185
??, 60902010004, A, NGC_4151, 45990.0, 182.63575, 39.40586, 13.3166
??, 60901014004, A, XID_17473, 102755.0, 135.17583, 0.40408, 353.3338
??, 30902031004, A, SS_433, 29783.0, 287.9565, 4.98272, 144.1703
??, 80902348007, A, SwiftJ1727d8m1613, 23132.0, 261.930583, -16.205322, 159.9591
??, 91101311002, A, SXP_31d0, 80078.0, 17.78962, -73.27915, 86.1737
??, 31002031013, A, GX_1p4, 20515.0, 263.00896, -24.74558, 157.9934
??, 61001003004, A, NGC_5548, 47453.0, 214.498083, 25.136833, 164.8252
??, 81001634002, A, 1ES_1959p650, 24215.0, 299.99938, 65.1485, 274.7756
??, 31002037006, A, 1A_0538m66, 19366.0, 83.92083, -66.86486, 233.5178
??, 31001020002, A, MAXI_J0655m013, 84066.0, 103.80155, -1.4813, 158.4991
??, 61001014004, A, NGC_4151, 33585.0, 182.63575, 39.40586, 10.19099998
