??, 31101012004, A, 3XMM_J181923d7m17061, 53833.0, 274.84904, -17.10439, 334.0066
??, 31102016008, A, HESS_J1832m093, 39193.0, 278.18817, -9.36514, 339.7867
??, 31102016006, A, HESS_J1832m093, 42601.0, 278.18817, -9.36514, 353.6486
??, 31102016004, A, HESS_J1832m093, 42321.0, 278.18817, -9.36514, 26.2716
??, 71001002003, A, Abell_520, 43896.0, 73.57913, 2.94689, 346.4389
??, 31001038002, A, ERASSJ161534m533233, 65983.0, 243.88999939, -53.54000092, 159.368
??, 61062004002, A, WISSH_54, 101057.0, 192.52375, 26.51875, 161.0772
??, 60161084002, A, 2MASXJ02021731p6821460, 18885.0, 30.5720005, 68.36199951, 72.7884
??, 91001335002, A, 1E_1841m045, 56179.0, 280.330596, -4.936433, 331.4456
??, 91001330002, A, 1E_1841m045, 50459.0, 280.330596, -4.936433, 342.2226
??, 11101412002, A, G21d5m0d9, 103218.0, 278.3875, -10.583333, 332.9295
??, 61061005002, A, SDSS_J101449d67p6128, 22462.0, 153.707, 61.471333, 85.5887
??, 80802406004, A, AT2024wpp, 40123.0, 40.522853, -16.956397, 287.7567
??, 31002003004, A, PSR_B1259m63, 23712.0, 195.698542, -63.835722, 355.5835
??, 61002024002, A, NGC_1142, 20806.0, 43.80096, -0.18356, 131.0031
??, 60160745002, A, RXJ2044d0p2833, 22764.0, 311.0188, 28.5534, 173.4172
??, 61001028006, A, IC_750, 45830.0, 179.7175, 42.72247, 39.2182
??, 71001002002, A, Abell_520, 43336.0, 73.57913, 2.94689, 341.7633
??, 60464210002, A, 2MASXJ06215493m5214343, 19584.0, 95.4788079, -52.242954, 129.6815
??, 60902004002, A, MCGm6m30m15, 130614.0, 203.974038, -34.2956, 182.714
