Go here,ftp://ftp.srl.caltech.edu/pub/,Go to nustar/from_hassif/straylight_triage,,,,"Bad = No stray light, Good = Obvious stray light from this source, Easy = ONLY stray light from this source",
Name,,Sequence ID,Off-axis (deg),Exposure (ks),Checked By:,Good / Bad / Easy,Notes
SLX 1735-269,GalSurvey_A_MOS006,40031006002,2.249623133,40234.6327,,,
SLX 1735-269,GalSurvey_A_MOS007,40031007001,2.316821699,40743.3542,,,
SLX 1735-269,GalSurvey_A_MOS008,40031008001,2.220450083,41045.9775,,,
SLX 1735-269,GalSurvey_B_MOS016,40032016001,2.58030392,41748.7727,,,
SLX 1735-269,GalSurvey_B_MOS017,40032017002,2.491684412,40273.7648,,,
SLX 1735-269,SgrAstar,30002002002,2.608268628,60313.8156,,,
SLX 1735-269,GalSurvey_B_MOS018,40032018002,2.403591522,42013.971,,,
SLX 1735-269,GRS1734m292,60061279002,2.175340533,20292.5873,,,
SLX 1735-269,SgrAstar,30002002004,2.598700383,67844.8343,,,
SLX 1735-269,GalSurvey_B_MOS019,40032019002,2.536724782,43092.4324,,,
SLX 1735-269,IGRJ17454m2919,80001046002,2.829852205,29408.6611,,,
SLX 1735-269,GalSurvey_B_MOS020,40032020002,2.442039232,39103.9854,,,
SLX 1735-269,GalSurvey_B_MOS021,40032021001,2.350073012,39405.1029,,,
SLX 1735-269,SgrAstar,30002002006,2.585508124,29595.4184,,,
SLX 1735-269,IGRJ17544m2619,90001005002,3.692308837,79252.215,,,
SLX 1735-269,SgrAstar,30002002008,2.584011844,25718.522,,,
SLX 1735-269,SgrAstar,30002002010,2.58654324,14383.8581,,,
SLX 1735-269,SgrAstar,30002002012,2.583585144,13173.0986,,,
SLX 1735-269,AX_J1745d6m2901,90101012002,2.6090537,45113.6966,,,
SLX 1735-269,GRS_1739m278,80101050002,1.221849281,43382.9711,,,
SLX 1735-269,GX_1p4,30101040002,2.648436526,49263.8398,,,
SLX 1735-269,PSR_J1723m2837,30101043002,3.717058189,81876.4541,,,
SLX 1735-269,Arches_cluster,40101001002,2.47164201,107188.988,,,
SLX 1735-269,Arches_cluster,40101001004,2.471878869,107856.0856,,,
SLX 1735-269,Swift_J174540d7m290015,90101022001,2.581051134,452.0265,,,
SLX 1735-269,Swift_J174540d7m290015,90101022002,2.589448708,33849.3404,,,
SLX 1735-269,GCR_Block_B1,40112003002,2.684836335,55534.2903,,,
SLX 1735-269,GCR_Block_B2,40112004001,2.733876006,53375.7853,,,
SLX 1735-269,SWIFT_J174540d2m290037,90201026002,2.59168577,49025.6759,,,
SLX 1735-269,COm0d4m0d22,90201020002,2.882348764,93528.3391,,,
SLX 1735-269,GRS_1739m278,80102101002,1.22661912,27137.2417,,,
SLX 1735-269,GRS_1739m278,80102101004,1.222328128,25899.4087,,,
SLX 1735-269,SgrA_molecular_clouds,40202001002,2.514848607,150856.4943,,,
SLX 1735-269,GRS_1739m278,80102101005,1.215193189,27023.153,,,
SLX 1735-269,GRO_J1744m28,80202027002,2.218571653,28822.7225,,,
SLX 1735-269,GCR_Block_A1,40112001002,2.304594574,103300.4709,,,
SLX 1735-269,GCR_Block_A2,40112002002,2.296485894,101216.783,,,
SLX 1735-269,SgrAstar,30302006002,2.585323901,65020.7746,,,
SLX 1735-269,SgrAstar,30302006004,2.588784534,18579.9472,,,
SLX 1735-269,SgrAstar,30302006006,2.583474637,20343.2806,,,
SLX 1735-269,SgrAstar,30302007002,2.601872621,46156.994,,,
SLX 1735-269,SgrAstar,30302007004,2.602609926,51569.624,,,
SLX 1735-269,IGRJ17329m2731,90301012002,1.337691179,20846.0337,,,
SLX 1735-269,GX_3p1,30363001002,2.161678659,13664.2019,,,
SLX 1735-269,Sgr_B2,40401001002,2.444355567,149234.7432,,,
SLX 1735-269,SgrAstar,60466001002,2.584843187,19340.1227,,,
SLX 1735-269,SgrAstar,60466001004,2.583079802,21389.1598,,,
SLX 1735-269,SgrAstar,60466001006,2.584433375,18709.5273,,,
SLX 1735-269,SgrAstar,60466001008,2.585104079,21205.4604,,,
SLX 1735-269,GRS_1734m292,60301010002,2.117341171,26020.3307,,,
SLX 1735-269,IGR_J17503m2636,90401333002,2.685196937,39101.1763,,,
SLX 1735-269,SgrAstar,30502005002,2.58197406,15455.155,,,
SLX 1735-269,SgrAstar,30502005004,2.586151851,153015.4806,,,
SLX 1735-269,SgrAstar,90501330002,2.618923987,104451.5791,,,
SLX 1735-269,SgrAstar,30502006002,2.613865403,38556.2473,,,
SLX 1735-269,SgrAstar,30502006004,2.611744525,34749.5942,,,
SLX 1735-269,174.0024527,5240.978753,,,,,
,,,,,,,
AQL X-1,W44,40301003002,3.936639698,53569.878,,,
AQL X-1,4U_1901p03,90501305001,3.223373689,17858.0329,,,
AQL X-1,4U_1901p03,90502307002,3.245713149,12259.0727,,,
AQL X-1,4U_1901p03,90502307004,3.258340948,21450.4683,,,
AQL X-1,4U_1901p03,90501324002,3.272119784,45124.7275,,,
AQL X-1,0,150.2621794,,,,,
,,,,,,,
GX 9+9,PDS_456,60002032002,2.793292356,43763.9534,,,
GX 9+9,PDS_456,60002032004,2.807029703,42925.7381,,,
GX 9+9,PDS_456,60002032006,2.808727708,44018.5289,,,
GX 9+9,PDS_456,60002032008,2.796522069,58513.4213,,,
GX 9+9,PDS_456,60002032010,2.838745917,109716.8291,,,
GX 9+9,PDS_456,90101008002,2.80560264,77126.7031,,,
GX 9+9,PDS_456,90101008004,2.795958204,40885.4801,,,
GX 9+9,PDS_456,60201020002,2.826958128,158172.8088,,,
GX 9+9,MAXI_J1727m203,90401329002,3.550615334,36341.5186,,,
GX 9+9,PDS_456,60402007002,2.798185132,81857.7386,,,
GX 9+9,0,693.32272,,,,,
,,,,,,,
XTE J1855-026,GS_1843m02,90201056002,1.796560278,34714.8101,,,
XTE J1855-026,Swift_J1843d5m0343,30360001002,3.162486497,75612.3463,,,
XTE J1855-026,KES_75,40301004002,2.322056055,95271.8235,,,
XTE J1855-026,W44,40301003002,3.964718933,53569.878,,,
XTE J1855-026,2XMMJ185348d4m010229,60463067002,1.63428076,21566.8414,,,
XTE J1855-026,Swift_J184418d3m023304,30360003002,2.809365521,43345.299,,,
XTE J1855-026,56.2816515,324.0809983,,,,,
,,,,,,,
RX J1832-33,4U1820m30,80001011002,3.658598369,1803.9106,,,
RX J1832-33,IRAS_F18293m3413,60101077002,1.329967988,21770.726,,,
RX J1832-33,4U_1820m30,90401323002,3.679652413,11800.0152,,,
RX J1832-33,21.770726,35.3746518,,,,,
,,,,,,,
4U 1323-619,PSRB1259m63,30002017002,3.181650155,30803.9778,,,
4U 1323-619,PSRB1259m63,30002017004,3.203577089,34369.3128,,,
4U 1323-619,PSRB1259m63,30002017006,3.209836417,27602.7996,,,
4U 1323-619,PSRB1259m63,30002017008,3.214315808,26956.0732,,,
4U 1323-619,PSRB1259m63,30002017010,3.218018384,30267.9993,,,
4U 1323-619,2RXPJ130159d6m635806,30001032002,3.367698137,32917.3938,,,
4U 1323-619,4U_1344m60,60201041002,2.91073871,99464.2573,,,
4U 1323-619,GX304m1,90401326002,3.022748258,58086.8842,,,
4U 1323-619,MAXI_J1348m630,80502304002,2.737629241,13784.4008,,,
4U 1323-619,MAXI_J1348m630,80502304004,2.734186518,15367.9371,,,
4U 1323-619,MAXI_J1348m630,80502304006,2.734262687,17182.5972,,,
4U 1323-619,0,386.8036331,,,,,
,,,,,,,
IGR J19140+0951,GRS1915p105,10002004001,1.136014093,14846.1223,,,
IGR J19140+0951,XTEJ1908p094,80001014002,1.428105642,45146.8332,,,
IGR J19140+0951,GRS1915p105,90001001002,1.117906051,19297.5405,,,
IGR J19140+0951,4U_1909p07,30101050002,2.414193545,41343.8497,,,
IGR J19140+0951,GRS_1915p105,10102003002,1.078659032,3601.2524,,,
IGR J19140+0951,GRS_1915p105,30102037002,1.12736945,6493.5645,,,
IGR J19140+0951,GRS_1915p105,30102037004,1.123256782,7511.657,,,
IGR J19140+0951,GRS_1915p105,30202033002,1.126513517,6360.0507,,,
IGR J19140+0951,GRS_1915p105,30202033004,1.109344432,13260.5892,,,
IGR J19140+0951,SGR_1900p14,30201013002,1.798480003,122616.7124,,,
IGR J19140+0951,GRS_1915p105,90202045002,1.123174622,13902.5431,,,
IGR J19140+0951,GRS_1915p105,90202045004,1.128980355,19817.0539,,,
IGR J19140+0951,GRS_1915p105,90201053002,1.128389531,13097.4004,,,
IGR J19140+0951,GRS_1915p105,90301001002,1.134213519,15087.9776,,,
IGR J19140+0951,GRS_1915p105,30302018002,1.134590097,17869.6634,,,
IGR J19140+0951,GRS_1915p105,30302018004,1.06733011,11354.6263,,,
IGR J19140+0951,GRS_1915p105,30302020002,1.06203544,7074.8772,,,
IGR J19140+0951,GRS_1915p105,30302020004,1.063252681,5361.7634,,,
IGR J19140+0951,GRS_1915p105,30302020006,1.122385901,11766.8355,,,
IGR J19140+0951,GRS_1915p105,30302020008,1.119638717,12919.2304,,,
IGR J19140+0951,GRS_1915p105,80401312002,1.122495869,26166.4891,,,
IGR J19140+0951,4U_1907p09,30401018002,1.135719687,78859.776,,,
IGR J19140+0951,XTE_J1908p094,90501317002,1.347711573,40802.1183,,,
IGR J19140+0951,GRS_1915p105,90501321002,1.132803711,28700.368,,,
IGR J19140+0951,GRS_1915p105,30502008002,1.132326587,25743.0725,,,
IGR J19140+0951,567.6581173,609.001967,,,,,
,,,,,,,
1A 0114+650,4U_0115p63,90102016002,1.540722593,8583.5661,,,
1A 0114+650,4U_0115p63,90102016004,1.543420952,14563.9177,,,
1A 0114+650,23.1474838,23.1474838,,,,,
,,,,,,,
PSR 1509-58,HESSJ1507m622_TeV,80101004002,3.059828853,86356.363,,,
PSR 1509-58,1RXSJ153552d8m575055,60160619002,3.172510617,19141.3158,,,
PSR 1509-58,MAXI_J1535m571,90301013002,3.370505519,10317.0728,,,
PSR 1509-58,MAXI_J1535m571,80302309002,3.370298401,2258.1091,,,
PSR 1509-58,MAXI_J1535m571,80402302002,3.37327965,2056.2976,,,
PSR 1509-58,MAXI_J1535m571,80402302004,3.364768812,2358.3018,,,
PSR 1509-58,MAXI_J1535m571,80302309004,3.36851247,1180.8796,,,
PSR 1509-58,MAXI_J1535m571_SLPA005,80302310002,2.174663449,6180.5875,,,
PSR 1509-58,MAXI_J1535m571,80302309006,3.359387118,2510.3298,,,
PSR 1509-58,MAXI_J1535m571,80302309008,3.36966169,942.6455,,,
PSR 1509-58,MAXI_J1535m571_SLPA005,80302310004,2.147805755,6140.4699,,,
PSR 1509-58,MAXI_J1535m571,80302309010,3.371673642,1530.8716,,,
PSR 1509-58,MAXI_J1535m571,80402302006,3.370295111,4288.1086,,,
PSR 1509-58,MAXI_J1535m571,80302309012,3.37687287,4314.1281,,,
PSR 1509-58,MAXI_J1535m571,80402302008,3.364249619,4915.0623,,,
PSR 1509-58,MAXI_J1535m571,80302309014,3.377465358,3554.5013,,,
PSR 1509-58,MAXI_J1535m571_SLPA030,80302312001,3.054737632,9528.0614,,,
PSR 1509-58,MAXI_J1535m571,80402302009,3.377782704,1769.2674,,,
PSR 1509-58,MAXI_J1535m571_SLPA030,80302312002,3.052012341,12885.6455,,,
PSR 1509-58,MAXI_J1535m571,80402302010,3.376979059,3406.8287,,,
PSR 1509-58,MAXI_J1535m571,90301327002,3.413216916,904.5463,,,
PSR 1509-58,MAXI_J1535m571,90301327004,3.416470108,906.2979,,,
PSR 1509-58,MAXI_J1535m571,90501314002,3.437148384,52710.8748,,,
PSR 1509-58,0,240.1565663,,,,,
,,,,,,,
SS 433,4U_1909p07,30101050002,2.642691719,41343.8497,,,
SS 433,4U_1901p03,90501305001,2.666532664,17858.0329,,,
SS 433,4U_1901p03,90502307002,2.664741028,12259.0727,,,
SS 433,4U_1901p03,90502307004,2.678106458,21450.4683,,,
SS 433,4U_1901p03,90501324002,2.682712693,45124.7275,,,
SS 433,0,138.0361511,,,,,
,,,,,,,
4U 1916-053,IRASF19297m0406,60374007002,3.636795184,20041.53,,,
4U 1916-053,0,20.04153,,,,,
,,,,,,,
GRO J1655-40,RXJ1713d7m3946_NW_P1,40111001002,3.367314991,49596.616,,,
GRO J1655-40,4U_1700m37,30101027002,2.813279952,38024.9868,,,
GRO J1655-40,RXJ1713d7m3946_NW_P2,40111002002,3.418893443,57357.277,,,
GRO J1655-40,G346d6m0d2,40201001002,3.128387757,62775.7322,,,
GRO J1655-40,PNE_G343,30301024002,3.606058061,37106.5707,,,
GRO J1655-40,4U_1702m43,30363005002,3.92937694,21697.6688,,,
GRO J1655-40,IGR_J16597m3704,90301324001,2.904104727,42214.3885,,,
GRO J1655-40,Swift_J1658d2m4242,90401307001,2.953428875,487.7658,,,
GRO J1655-40,Swift_J1658d2m4242,90401307002,2.949187342,33337.1134,,,
GRO J1655-40,Swift_J1658d2m4242,80301301002,2.950475218,31536.7413,,,
GRO J1655-40,Swift_J1658d2m4242,80302302002,2.950029228,24024.8463,,,
GRO J1655-40,Swift_J1658d2m4242,80302302004,2.950355985,25075.9267,,,
GRO J1655-40,Swift_J1658d2m4242,80302302006,2.94944133,28244.5769,,,
GRO J1655-40,Swift_J1658d2m4242,80302302008,2.953404105,26714.1436,,,
GRO J1655-40,Swift_J1658d2m4242,80302302010,2.952932946,29102.0012,,,
GRO J1655-40,Swift_J1658d2m4242,90401317002,2.947542958,28493.0101,,,
GRO J1655-40,0,535.7893653,,,,,
,,,,,,,
IGR J21247+5058,1RXS_J21334d1p510725,30460001002,1.452419864,26202.563,,,
IGR J21247+5058,26.202563,26.202563,,,,,
,,,,,,,
SLX1744-299/300,SgrAstar,30001002001,1.043694908,156798.5508,,,
SLX1744-299/300,SgrAstar,30001002002,1.079943279,12088.1455,,,
SLX1744-299/300,SgrAstar,30001002003,1.080923332,77963.8403,,,
SLX1744-299/300,Gal_Cen_MOS001,40010001002,1.11299594,24053.6992,,,
SLX1744-299/300,Gal_Cen_MOS002,40010002001,1.048937218,24509.8675,,,
SLX1744-299/300,Gal_Cen_MOS003,40010003001,1.181175976,24199.7003,,,
SLX1744-299/300,Gal_Cen_MOS004,40010004001,1.121088137,24032.3799,,,
SLX1744-299/300,Gal_Cen_MOS005,40010005001,1.256852794,25992.9403,,,
SLX1744-299/300,Gal_Cen_MOS006,40010006001,1.200629591,23563.7354,,,
SLX1744-299/300,SgrAstar,30001002004,1.06173159,50173.8925,,,
SLX1744-299/300,SgrAstar,30001002006,1.075632465,37066.8647,,,
SLX1744-299/300,gcmagnetar,80002013002,1.076724934,49697.5581,,,
SLX1744-299/300,gcmagnetar,80002013004,1.089655571,38525.8611,,,
SLX1744-299/300,gcmagnetar,80002013006,1.087880672,32615.7254,,,
SLX1744-299/300,gcmagnetar,80002013008,1.090664036,38832.1538,,,
SLX1744-299/300,gcmagnetar,80002013010,1.091993517,37319.0136,,,
SLX1744-299/300,gcmagnetar,80002013012,1.054208997,26765.7439,,,
SLX1744-299/300,IGRJ17544m2619,30002003002,3.986683156,17533.22,,,
SLX1744-299/300,IGRJ17544m2619,30002003003,3.967983698,26238.4995,,,
SLX1744-299/300,gcmagnetar,80002013014,1.039538349,8572.0337,,,
SLX1744-299/300,gcmagnetar,80002013015,1.049132815,423.774,,,
SLX1744-299/300,gcmagnetar,80002013016,1.04272081,21009.6938,,,
SLX1744-299/300,G1d9p0d3,40001015002,2.806625382,8913.9606,,,
SLX1744-299/300,G1d9p0d3,40001015003,2.8190293,85397.4212,,,
SLX1744-299/300,G1d9p0d3,40001015005,2.820383548,121641.8301,,,
SLX1744-299/300,G1d9p0d3,40001015007,2.818656536,144685.1722,,,
SLX1744-299/300,gcmagnetar,80002013018,1.055667446,22567.5203,,,
SLX1744-299/300,GalSurvey_A_MOS001,40031001002,1.249096069,41303.7111,,,
SLX1744-299/300,GalSurvey_A_MOS002,40031002001,1.340843391,40430.6648,,,
SLX1744-299/300,GalSurvey_A_MOS003,40031003002,1.310708543,37485.6181,,,
SLX1744-299/300,GalSurvey_A_MOS004,40031004001,1.393409073,40984.185,,,
SLX1744-299/300,GalSurvey_A_MOS005,40031005001,1.368969203,40849.4865,,,
SLX1744-299/300,gcmagnetar,80002013020,1.052437206,12066.7733,,,
SLX1744-299/300,gcmagnetar,80002013022,1.056940964,11209.311,,,
SLX1744-299/300,gcmagnetar,80002013024,1.058419915,11737.613,,,
SLX1744-299/300,GalSurvey_B_MOS002,40032002001,1.036572057,40774.2278,,,
SLX1744-299/300,GalSurvey_B_MOS003,40032003001,1.138682759,40725.8812,,,
SLX1744-299/300,gcmagnetar,80002013026,1.062675012,31955.9761,,,
SLX1744-299/300,GalSurvey_B_MOS005,40032005002,1.035021851,26124.1003,,,
SLX1744-299/300,GalSurvey_B_MOS006,40032006001,1.129186651,29016.471,,,
SLX1744-299/300,GalSurvey_B_MOS008,40032008001,1.039061923,35380.106,,,
SLX1744-299/300,GalSurvey_B_MOS009,40032009002,1.14469159,43058.7938,,,
SLX1744-299/300,GalSurvey_B_MOS011,40032011001,1.066404175,42789.9038,,,
SLX1744-299/300,GalSurvey_B_MOS012,40032012002,1.161780037,40051.625,,,
SLX1744-299/300,GalSurvey_B_MOS013,40032013002,1.003014577,41691.725,,,
SLX1744-299/300,GalSurvey_B_MOS014,40032014002,1.096033958,44783.14,,,
SLX1744-299/300,GalSurvey_B_MOS015,40032015001,1.190742847,41500.3292,,,
SLX1744-299/300,SgrB2_MOS01,40012018002,1.638353021,143856.8336,,,
SLX1744-299/300,SgrB2_MOS02,40012019001,1.631863305,153456.456,,,
SLX1744-299/300,GRO_J1744m28,80002017002,1.425537741,28668.9229,,,
SLX1744-299/300,V745_Sco,80002019002,3.643169941,22580.6195,,,
SLX1744-299/300,GRO_J1744m28,80002017004,1.427948513,8542.077,,,
SLX1744-299/300,GRS1739m278,80002018002,2.512670884,29713.6445,,,
SLX1744-299/300,SgrAstar,30001002008,1.048014935,33175.9409,,,
SLX1744-299/300,SgrAstar,30001002010,1.035244938,61490.3186,,,
SLX1744-299/300,GalSurvey_A_MOS006,40031006002,1.413389522,40234.6327,,,
SLX1744-299/300,GalSurvey_A_MOS007,40031007001,1.402276047,40743.3542,,,
SLX1744-299/300,GalSurvey_A_MOS008,40031008001,1.476785662,41045.9775,,,
SLX1744-299/300,GalSurvey_B_MOS016,40032016001,1.033471641,41748.7727,,,
SLX1744-299/300,GalSurvey_B_MOS017,40032017002,1.122059086,40273.7648,,,
SLX1744-299/300,SgrAstar,30002002002,1.039735322,60313.8156,,,
SLX1744-299/300,GalSurvey_B_MOS018,40032018002,1.211698457,42013.971,,,
SLX1744-299/300,GRS1734m292,60061279002,2.32504164,20292.5873,,,
SLX1744-299/300,H1743m322,80001044002,2.241233734,50449.7126,,,
SLX1744-299/300,H1743m322,80001044004,2.244560501,61284.1923,,,
SLX1744-299/300,SgrAstar,30002002004,1.048215978,67844.8343,,,
SLX1744-299/300,GalSurvey_B_MOS019,40032019002,1.084609961,43092.4324,,,
SLX1744-299/300,H1743m322,80001044006,2.255599455,25669.3923,,,
SLX1744-299/300,GalSurvey_B_MOS020,40032020002,1.174059726,39103.9854,,,
SLX1744-299/300,GalSurvey_B_MOS021,40032021001,1.263747954,39405.1029,,,
SLX1744-299/300,SgrAstar,30002002006,1.083802212,29595.4184,,,
SLX1744-299/300,SgrAstar,30002002008,1.088440854,25718.522,,,
SLX1744-299/300,SgrAstar,30002002010,1.080195165,14383.8581,,,
SLX1744-299/300,SgrAstar,30002002012,1.082854707,13173.0986,,,
SLX1744-299/300,IGR_J17511m3057,90101001002,1.255415884,42244.8923,,,
SLX1744-299/300,H1743m322,80002040002,2.25588243,28295.4107,,,
SLX1744-299/300,H1743m322,80002040004,2.268280275,28107.1284,,,
SLX1744-299/300,AX_J1745d6m2901,90101012002,1.032279948,45113.6966,,,
SLX1744-299/300,H1743m322,80002040006,2.265713863,26357.3686,,,
SLX1744-299/300,GRS_1739m278,80101050002,2.479416951,43382.9711,,,
SLX1744-299/300,Arches_cluster,40101001002,1.220139245,107188.988,,,
SLX1744-299/300,Arches_cluster,40101001004,1.220737157,107856.0856,,,
SLX1744-299/300,Swift_J174540d7m290015,90101022001,1.08322629,452.0265,,,
SLX1744-299/300,Swift_J174540d7m290015,90101022002,1.078824162,33849.3404,,,
SLX1744-299/300,H_1743m322,80202012002,2.216552656,65862.5688,,,
SLX1744-299/300,H_1743m322,80202012004,2.21565916,65688.1101,,,
SLX1744-299/300,GCR_Block_B1,40112003002,1.076893085,55534.2903,,,
SLX1744-299/300,GCR_Block_B2,40112004001,1.004884879,53375.7853,,,
SLX1744-299/300,SWIFT_J174540d2m290037,90201026002,1.073673135,49025.6759,,,
SLX1744-299/300,GRS_1739m278,80102101002,2.474455962,27137.2417,,,
SLX1744-299/300,GRS_1739m278,80102101004,2.47653064,25899.4087,,,
SLX1744-299/300,SgrA_molecular_clouds,40202001002,1.176187914,150856.4943,,,
SLX1744-299/300,GRS_1739m278,80102101005,2.474241079,27023.153,,,
SLX1744-299/300,GRO_J1744m28,80202027002,1.429047442,28822.7225,,,
SLX1744-299/300,GCR_Block_A1,40112001002,1.338696384,103300.4709,,,
SLX1744-299/300,GCR_Block_A2,40112002002,1.335129127,101216.783,,,
SLX1744-299/300,SgrAstar,30302006002,1.08216569,65020.7746,,,
SLX1744-299/300,SgrAstar,30302006004,1.079436308,18579.9472,,,
SLX1744-299/300,SgrAstar,30302006006,1.081668623,20343.2806,,,
SLX1744-299/300,SgrAstar,30302007002,1.044702953,46156.994,,,
SLX1744-299/300,SgrAstar,30302007004,1.04356431,51569.624,,,
SLX1744-299/300,GX_3p1,30363001002,3.418083814,13664.2019,,,
SLX1744-299/300,Sgr_B2,40401001002,1.647024529,149234.7432,,,
SLX1744-299/300,SgrAstar,60466001002,1.083606111,19340.1227,,,
SLX1744-299/300,SgrAstar,60466001004,1.083729916,21389.1598,,,
SLX1744-299/300,SgrAstar,60466001006,1.08226352,18709.5273,,,
SLX1744-299/300,SgrAstar,60466001008,1.08023304,21205.4604,,,
SLX1744-299/300,GRS_1734m292,60301010002,2.307957725,26020.3307,,,
SLX1744-299/300,IGR_J17503m2636,90401333002,3.436080524,39101.1763,,,
SLX1744-299/300,H_1743m322,90401335002,2.260926523,38447.5074,,,
SLX1744-299/300,2MASSJ17485512m3254521,60160677002,2.89256253,21801.4007,,,
SLX1744-299/300,SgrAstar,30502005002,1.089409389,15455.155,,,
SLX1744-299/300,SgrAstar,30502005004,1.084247485,153015.4806,,,
SLX1744-299/300,SgrAstar,90501330002,1.032797555,104451.5791,,,
SLX1744-299/300,SgrAstar,30502006002,1.035110679,38556.2473,,,
SLX1744-299/300,SgrAstar,30502006004,1.035755198,34749.5942,,,
SLX1744-299/300,4115.189367,5206.377598,,,,,
,,,,,,,
EXO 1722-363,4U1728m34,80001012002,2.788209219,27322.3531,,,
EXO 1722-363,4U1728m34,80001012004,2.769054331,26342.1347,,,
EXO 1722-363,CXOUJ171405d7m381031,30001130002,2.877405411,81270.2905,,,
EXO 1722-363,GX_354m0,30101051002,2.812168977,53342.219,,,
EXO 1722-363,Rapid_Burster,90101009002,3.326216167,46648.8785,,,
EXO 1722-363,IGRJ17091m3624,80001041002,3.209559232,43293.4287,,,
EXO 1722-363,IGRJ17091m3624,80202014002,3.211170354,20237.9061,,,
EXO 1722-363,IGRJ17091m3624,80202014004,3.212355802,20698.1016,,,
EXO 1722-363,IGRJ17091m3624,80202014006,3.203131061,48392.9076,,,
EXO 1722-363,IGRJ17402m3656,30161004002,3.146929318,28638.0721,,,
EXO 1722-363,IGRJ17091m3624,80202015002,3.216890982,39112.71,,,
EXO 1722-363,IGRJ17091m3624,80202015004,3.217852492,36340.1357,,,
EXO 1722-363,GX_349p2,30201026002,3.897383803,40100.5711,,,
EXO 1722-363,HESS_J1713m381,30201031002,2.937401045,78561.3295,,,
EXO 1722-363,IGR_J17379m3747,90401312002,2.965208243,37359.826,,,
EXO 1722-363,CXOU_J173324d6m332321,90401321002,3.383274142,55194.0476,,,
EXO 1722-363,4U_1728m34,90501312002,2.858018476,19309.474,,,
EXO 1722-363,0,702.1643858,,,,,
,,,,,,,
VELA PULSAR,GS0834m430,10002017001,2.023412175,26041.6341,,,
VELA PULSAR,GS0834m430,10002018001,2.021619003,31076.0492,,,
VELA PULSAR,RX_J0852_NW,40101011002,2.415384745,69005.0255,,,
VELA PULSAR,RX_J0852_NW,40101011004,2.413222726,102163.2423,,,
VELA PULSAR,IGR_J08390m4833,30460025002,3.417269202,55238.9507,,,
VELA PULSAR,0,283.5249018,,,,,
,,,,,,,
IGR J17091-3624,CXOUJ171405d7m381031,30001130002,2.026456777,81270.2905,,,
IGR J17091-3624,RXJ1713d7m3946_NW_P1,40111001002,3.147624794,49596.616,,,
IGR J17091-3624,4U_1700m37,30101027002,1.74744021,38024.9868,,,
IGR J17091-3624,RXJ1713d7m3946_NW_P2,40111002002,3.209849313,57357.277,,,
IGR J17091-3624,HESS_J1713m381,30201031002,2.027293764,78561.3295,,,
IGR J17091-3624,G346d6m0d2,40201001002,3.798781331,62775.7322,,,
IGR J17091-3624,IGR_J16597m3704,90301324001,2.094644157,42214.3885,,,
IGR J17091-3624,38.0249868,409.8006205,,,,,
,,,,,,,
1E 1742.8-2853,IGRJ17544m2619,30002003002,3.184941282,17533.22,,,
1E 1742.8-2853,IGRJ17544m2619,30002003003,3.165228538,26238.4995,,,
1E 1742.8-2853,G1d9p0d3,40001015002,1.796927558,8913.9606,,,
1E 1742.8-2853,G1d9p0d3,40001015003,1.807573103,85397.4212,,,
1E 1742.8-2853,G1d9p0d3,40001015005,1.809425609,121641.8301,,,
1E 1742.8-2853,G1d9p0d3,40001015007,1.80877735,144685.1722,,,
1E 1742.8-2853,GRS1739m278,80002018002,1.402055242,29713.6445,,,
1E 1742.8-2853,GRS1734m292,60061279002,1.89883693,20292.5873,,,
1E 1742.8-2853,H1743m322,80001044002,3.324614158,50449.7126,,,
1E 1742.8-2853,H1743m322,80001044004,3.327459696,61284.1923,,,
1E 1742.8-2853,H1743m322,80001044006,3.336917956,25669.3923,,,
1E 1742.8-2853,IGRJ17544m2619,90001005002,3.220938329,79252.215,,,
1E 1742.8-2853,IGR_J17511m3057,90101001002,2.322339384,42244.8923,,,
1E 1742.8-2853,H1743m322,80002040002,3.340684401,28295.4107,,,
